CustomerID,CustomerName,Age,Gender,AnnualIncome,CreditScore,AccountType,AccountBalance,HasCreditCard,HasMortgage,HasPersonalLoan,DigitalEngagementLevel,OnlineTransactionsPct,HasComplained,ChurnStatus
CUST-01713,Jennifer Davis,48,Male,48151,597,Savings,11592.71,1,1,1,Medium,52.2,0,0
CUST-01714,Charles Martinez,82,Female,78684,591,Money Market,33959.2,1,0,0,Medium,63.8,0,0
CUST-01715,James Gonzalez,35,Female,33809,716,Savings,4327.66,1,0,1,High,92.3,0,0
CUST-01716,Thomas Williams,23,Male,57115,690,Savings,1991.65,1,0,0,High,74,0,0
CUST-01717,Linda Wilson,69,Male,40921,669,Standard Checking,5377.27,0,0,0,Medium,56.5,1,0
CUST-01718,John Thomas,57,Male,48883,505,Savings,7285.68,1,0,0,Medium,60.2,0,1
CUST-01719,Richard Martin,82,Female,36849,608,Money Market,138364.11,1,0,0,High,86.5,0,0
CUST-01720,Lisa Taylor,59,Female,45715,770,Savings,417.53,0,0,0,Low,22.4,0,0
CUST-01721,Richard Garcia,85,Female,57035,709,Savings,9035.11,1,0,1,Medium,32.4,0,0
CUST-01722,Thomas Wilson,49,Female,69417,819,Money Market,49757.68,0,0,0,Low,14.8,0,0
CUST-01723,Thomas Davis,27,Male,45238,740,Money Market,62260.32,0,0,0,Medium,42.7,0,0
CUST-01724,David Martin,26,Female,101222,703,Savings,9414.4,1,0,0,Low,6.8,0,0
CUST-01725,Margaret Smith,78,Non-Binary,25760,570,Premium Checking,74734.71,1,0,0,High,79.7,0,0
CUST-01726,Betty Miller,28,Female,23199,703,Savings,10661.32,0,0,0,None,0,0,0
CUST-01727,Christopher Taylor,85,Male,36432,673,Standard Checking,4787.82,1,0,0,High,77.7,0,0
CUST-01728,Sandra Martinez,25,Female,49283,601,Standard Checking,12191.49,1,0,0,High,75.5,0,0
CUST-01729,David Rodriguez,66,Male,110402,770,Standard Checking,6503.99,1,1,0,High,76.8,0,0
CUST-01730,William Jones,41,Male,44671,684,Standard Checking,953.25,0,1,0,High,95.2,0,0
CUST-01731,Thomas Rodriguez,50,Female,30544,709,Savings,9750.08,0,1,0,High,78.9,0,0
CUST-01732,Thomas Jackson,36,Male,35559,622,Savings,5764.76,0,0,0,High,98,0,0
CUST-01733,Anthony Miller,19,Male,51046,705,Savings,13958.45,0,0,0,High,95.9,0,0
CUST-01734,Daniel Rodriguez,72,Female,28615,668,Savings,5159.54,0,1,1,High,73.4,0,0
CUST-01735,Michael Gonzalez,28,Female,128664,839,Savings,723,1,0,0,Low,26.7,0,0
CUST-01736,David Wilson,34,Female,15202,641,Savings,14204.46,1,0,0,Medium,31.3,0,0
CUST-01737,Charles Hernandez,59,Female,33472,631,Savings,12494.16,0,0,0,High,80.3,0,0
CUST-01738,Richard Wilson,78,Male,37019,697,Standard Checking,14691.25,0,0,0,High,84.6,0,0
CUST-01739,Richard Smith,20,Male,30107,664,Money Market,111542.57,1,0,0,Low,29.8,0,0
CUST-01740,Linda Lopez,52,Female,68629,696,Savings,367.18,0,0,0,Low,27.3,0,0
CUST-01741,Charles Lopez,83,Female,35305,794,Premium Checking,57545.67,1,1,0,Low,21.5,0,0
CUST-01742,Linda Davis,18,Female,66851,611,Savings,11147.73,1,0,0,Medium,48.3,0,0
CUST-01743,Mark Gonzalez,24,Female,107993,687,Premium Checking,10987.93,1,0,0,Low,21.5,0,0
CUST-01744,Barbara Thomas,37,Male,90999,636,Standard Checking,109.16,1,0,0,Low,9.8,0,1
CUST-01745,James Gonzalez,60,Male,53094,633,Standard Checking,9872.62,0,0,0,High,77.5,0,0
CUST-01746,Betty Miller,23,Male,49065,670,Savings,10684.65,1,1,0,Low,6.5,0,0
CUST-01747,Margaret Jones,72,Female,76266,680,Savings,5184.77,1,1,0,None,0,0,1
CUST-01748,Linda Wilson,38,Male,42482,804,Standard Checking,7127.8,1,0,0,Medium,30.2,0,0
CUST-01749,Daniel Gonzalez,68,Female,38416,643,Standard Checking,2036.19,1,0,0,None,0,0,1
CUST-01750,Joseph Taylor,63,Male,29872,662,Savings,1246.17,0,0,0,Medium,34.5,0,0
CUST-01751,Joseph Martin,52,Female,57198,549,Money Market,26341.6,1,0,0,Medium,34.1,0,0
CUST-01752,Sarah Moore,25,Female,28912,711,Standard Checking,12341.58,1,0,1,Medium,37.4,0,0
CUST-01753,Mary Brown,85,Female,34413,688,Premium Checking,21061.87,0,0,0,High,87.8,0,0
CUST-01754,Sandra Smith,33,Female,140367,721,Savings,12261.89,1,0,0,Medium,65.2,0,0
CUST-01755,Patricia Moore,84,Female,68661,696,Premium Checking,23482.16,0,0,0,Medium,43,0,0
CUST-01756,Robert Jackson,81,Male,59980,553,Standard Checking,4370.06,1,0,0,Medium,66,0,1
CUST-01757,Joseph Davis,19,Male,34191,801,Savings,11893.04,0,0,0,Medium,50.5,0,0
CUST-01758,Karen Taylor,18,Female,72089,701,Savings,10614.78,1,0,0,None,0,0,0
CUST-01759,James Lopez,75,Male,29484,705,Savings,9545.19,1,0,0,Low,25.9,0,0
CUST-01760,Betty Jackson,18,Male,22865,803,Money Market,31551.1,1,0,1,Low,20.8,0,0
CUST-01761,Joseph Rodriguez,24,Male,37186,645,Standard Checking,12954.28,1,0,0,Medium,56.5,1,0
CUST-01762,Michael Johnson,35,Male,27177,583,Standard Checking,14231.99,1,0,0,High,99.7,0,0
CUST-01763,Mark Rodriguez,49,Male,61854,603,Money Market,56448,1,0,0,High,95.1,0,0
CUST-01764,Elizabeth Johnson,62,Female,58862,677,Premium Checking,31442.92,1,0,0,Medium,52.6,0,0
CUST-01765,Charles Hernandez,50,Non-Binary,54943,672,Savings,5339.79,1,0,0,High,75.6,0,0
CUST-01766,Richard Martinez,66,Female,65632,793,Savings,2018.21,1,0,1,Medium,50.7,0,0
CUST-01767,Susan Moore,50,Male,64218,707,Savings,1867.52,1,1,0,High,76,0,0
CUST-01768,Charles Rodriguez,85,Female,34945,578,Savings,14837.41,0,0,0,None,0,0,1
CUST-01769,Matthew Miller,45,Female,62315,632,Standard Checking,2813.62,1,0,0,High,71.9,0,0
CUST-01770,Margaret Williams,70,Female,57347,638,Premium Checking,19513,1,0,1,High,80.2,0,0
CUST-01771,Karen Garcia,61,Male,36025,661,Savings,11738.03,0,1,1,Low,24.7,0,0
CUST-01772,Anthony Johnson,72,Male,40992,630,Savings,7396.35,1,0,0,Medium,45.4,0,0
CUST-01773,Mark Garcia,27,Female,75069,594,Premium Checking,24840.35,1,1,1,High,93.5,0,0
CUST-01774,John Thomas,31,Female,25394,690,Standard Checking,10929.28,1,0,1,High,71.3,1,0
CUST-01775,Sandra Davis,53,Female,57915,647,Standard Checking,14283.42,1,0,0,Medium,31.1,0,0
CUST-01776,Mary Taylor,51,Male,46436,591,Premium Checking,10174.66,1,0,0,Medium,44,0,0
CUST-01777,William Lopez,35,Female,48336,792,Savings,7952.25,0,1,0,Medium,41.8,0,0
CUST-01778,John Hernandez,33,Male,42535,675,Standard Checking,8833.58,1,0,0,Medium,57.3,0,0
CUST-01779,James Gonzalez,54,Male,60510,819,Standard Checking,2418.54,1,0,0,Low,11.1,0,0
CUST-01780,Joseph Jones,58,Male,22282,758,Premium Checking,65165.97,1,0,0,Medium,67.8,0,0
CUST-01781,Christopher Taylor,42,Male,55606,647,Premium Checking,10067.13,1,0,0,Medium,36.7,0,0
CUST-01782,Matthew Garcia,25,Male,29018,809,Money Market,102344.3,1,1,0,Medium,35.1,0,0
CUST-01783,Margaret Hernandez,35,Male,82109,757,Savings,1551.54,1,1,0,Medium,46.6,0,0
CUST-01784,Sarah Brown,85,Male,25682,639,Standard Checking,4051.46,0,0,1,Low,13.2,0,0
CUST-01785,John Gonzalez,65,Male,14795,657,Savings,11504.36,1,0,0,High,91.5,0,0
CUST-01786,Daniel Rodriguez,84,Male,20970,700,Standard Checking,14330.24,1,0,1,None,0,0,0
CUST-01787,Christopher Garcia,35,Male,47653,664,Savings,3539.66,1,0,1,Low,5,0,0
CUST-01788,Betty Lopez,35,Male,22550,752,Standard Checking,4679.94,1,0,0,Medium,54,0,0
CUST-01789,Mary Williams,73,Male,25508,707,Standard Checking,12092.03,1,0,0,High,92.2,0,0
CUST-01790,John Lopez,40,Male,34583,753,Standard Checking,10942.44,1,0,1,Medium,40.6,0,0
CUST-01791,Joseph Rodriguez,52,Male,63859,724,Premium Checking,14092.4,0,0,1,High,81.5,0,0
CUST-01792,Daniel Davis,23,Male,33398,632,Standard Checking,13662.33,1,0,0,High,98.3,0,0
CUST-01793,David Thomas,43,Female,44136,566,Standard Checking,3549.04,0,1,1,Medium,55.4,0,1
CUST-01794,Betty Brown,78,Female,43776,628,Standard Checking,11531.84,1,0,0,Low,23.2,0,0
CUST-01795,Margaret Smith,32,Female,23796,827,Savings,9784.78,1,0,0,High,71.5,0,0
CUST-01796,Lisa Miller,49,Female,60074,748,Standard Checking,7049.75,0,0,0,Low,17.2,0,0
CUST-01797,Mary Jones,29,Female,151109,688,Standard Checking,1356.67,1,0,0,High,98.4,0,0
CUST-01798,Michael Brown,22,Male,20656,777,Premium Checking,43645.43,0,0,0,High,73.2,0,0
CUST-01799,Robert Smith,81,Female,31530,682,Savings,7979.04,1,1,0,High,94.9,0,0
CUST-01800,James Anderson,44,Female,25944,687,Premium Checking,72577.89,0,0,0,High,75.1,0,0
CUST-01801,Karen Jackson,62,Female,44396,706,Premium Checking,29680.12,1,0,0,Medium,64.6,0,0
CUST-01802,Mark Martinez,52,Male,23729,651,Standard Checking,1601.98,1,0,0,Low,15.3,0,0
CUST-01803,Margaret Moore,43,Female,91719,617,Savings,5636.39,0,1,0,Low,19.9,0,0
CUST-01804,Margaret Williams,40,Female,99396,710,Standard Checking,1818.42,0,1,0,Low,9.4,0,0
CUST-01805,David Anderson,30,Female,69293,681,Money Market,17564.95,1,0,1,Low,23.4,0,0
CUST-01806,Anthony Hernandez,20,Female,78267,663,Premium Checking,23236.87,0,0,0,High,96.3,0,0
CUST-01807,Thomas Taylor,46,Non-Binary,51931,717,Standard Checking,3527.43,1,0,0,Medium,47.6,0,0
CUST-01808,Jennifer Jones,83,Female,84110,653,Premium Checking,57870.11,0,0,0,None,0,0,0
CUST-01809,Linda Johnson,81,Male,42120,735,Premium Checking,18342.71,1,0,0,Low,14.3,0,0
CUST-01810,Jessica Martin,45,Male,37487,595,Standard Checking,9261.72,1,0,0,High,83.7,0,0
CUST-01811,Lisa Lopez,53,Male,68323,590,Standard Checking,11175.67,1,0,0,High,74.6,0,0
CUST-01812,Jennifer Smith,23,Male,40428,587,Standard Checking,1594.21,1,1,0,Low,15.6,0,1
CUST-01813,Patricia Taylor,28,Male,142783,680,Standard Checking,12724.03,1,0,0,High,96.8,0,0
CUST-01814,Richard Moore,55,Female,83036,585,Premium Checking,46298.86,0,0,1,High,71,0,0
CUST-01815,Robert Williams,51,Female,37095,801,Savings,5616.8,1,0,0,Low,29.1,0,0
CUST-01816,David Gonzalez,84,Male,45058,799,Money Market,109350.67,1,1,0,Medium,52.9,1,0
CUST-01817,Patricia Wilson,63,Female,45690,707,Money Market,47990.88,0,0,0,Medium,45,0,0
CUST-01818,Nancy Hernandez,46,Male,33679,744,Savings,6410.19,0,1,0,Medium,51.6,0,0
CUST-01819,Anthony Martinez,77,Female,76438,620,Savings,2458.71,0,0,0,Medium,42.1,0,0
CUST-01820,Charles Moore,71,Male,31686,761,Standard Checking,14420.63,0,1,1,Medium,33.7,0,0
CUST-01821,Jennifer Anderson,26,Female,46783,658,Savings,11625.74,0,1,0,None,0,0,1
CUST-01822,Christopher Martinez,27,Female,33349,676,Premium Checking,37209.07,1,0,0,Medium,36.1,0,0
CUST-01823,Robert Jones,85,Male,37289,666,Standard Checking,1113.75,0,0,0,High,87.9,0,0
CUST-01824,Elizabeth Jones,75,Female,71994,630,Money Market,123965.43,1,0,0,High,70.4,0,0
CUST-01825,John Garcia,69,Female,68806,720,Savings,5290.44,1,1,0,Medium,43.9,0,0
CUST-01826,Patricia Moore,51,Male,41157,642,Premium Checking,71564.46,0,0,1,Medium,56.8,0,0
CUST-01827,Margaret Rodriguez,52,Non-Binary,86559,661,Standard Checking,4701.14,0,0,0,Medium,39.6,0,0
CUST-01828,Thomas Gonzalez,50,Female,65282,521,Standard Checking,14527.8,0,0,0,None,0,0,1
CUST-01829,Anthony Anderson,49,Male,51979,706,Standard Checking,12034.34,1,0,0,High,88.3,0,0
CUST-01830,Sandra Martin,72,Male,77196,672,Money Market,78874.58,1,0,0,Medium,69,0,0
CUST-01831,Thomas Gonzalez,25,Female,99654,614,Money Market,125835.9,1,0,0,Medium,53,0,0
CUST-01832,Jessica Brown,63,Female,61084,663,Standard Checking,735.24,1,1,1,Medium,56.3,0,0
CUST-01833,Robert Jones,31,Male,56191,647,Premium Checking,9233.21,1,0,0,Medium,45.7,0,0
CUST-01834,William Taylor,25,Female,18764,571,Savings,7729.03,1,0,0,Low,14.8,0,0
CUST-01835,Richard Johnson,71,Male,55891,793,Standard Checking,2262.42,1,0,0,Medium,37.1,0,0
CUST-01836,Richard Jackson,38,Female,61851,779,Premium Checking,52879.21,1,0,0,Medium,44.5,0,0
CUST-01837,John Martinez,31,Female,57366,729,Savings,3052.08,1,0,0,None,0,0,1
CUST-01838,Mary Gonzalez,19,Female,31239,767,Standard Checking,10842.04,0,0,0,None,0,0,0
CUST-01839,Charles Taylor,78,Female,34774,645,Money Market,98897.79,1,0,0,Medium,37.7,0,0
CUST-01840,Christopher Wilson,34,Female,70348,679,Premium Checking,37763.4,1,0,1,High,73.2,0,0
CUST-01841,Barbara Lopez,65,Male,40375,642,Standard Checking,9309.1,0,1,0,High,74.1,0,0
CUST-01842,David Miller,25,Female,53572,697,Savings,2338.87,0,0,0,Low,20.8,0,0
CUST-01843,Patricia Jackson,73,Male,17132,746,Standard Checking,14892.54,1,0,1,Medium,42.9,0,0
CUST-01844,James Williams,34,Female,48638,674,Savings,10914.67,0,0,0,Medium,39.1,0,0
CUST-01845,Richard Anderson,29,Female,73361,589,Standard Checking,12412.52,0,0,1,High,84.3,0,0
CUST-01846,Mary Hernandez,55,Male,57013,709,Money Market,143643.37,1,1,0,None,0,0,0
CUST-01847,Patricia Jackson,35,Female,45723,637,Savings,3087.87,1,0,0,Medium,38,0,0
CUST-01848,Mark Taylor,43,Female,29004,745,Standard Checking,4866.83,1,0,0,Low,17.5,0,0
CUST-01849,John Moore,54,Female,20004,811,Premium Checking,22079.2,1,0,0,Medium,41.9,0,0
CUST-01850,Linda Jackson,58,Male,33167,754,Standard Checking,14864.77,1,0,0,Medium,57.6,0,0
CUST-01851,Robert Miller,59,Male,82456,664,Standard Checking,9834.23,1,1,0,Low,26,0,0
CUST-01852,Christopher Davis,58,Female,47710,688,Money Market,60687.44,1,1,1,High,92.5,0,0
CUST-01853,Margaret Jones,64,Female,69240,673,Savings,5586.61,0,0,0,High,72.2,0,0
CUST-01854,Thomas Jones,31,Male,100438,617,Savings,6838.35,1,0,1,Medium,56.9,0,0
CUST-01855,Patricia Jackson,18,Female,52163,642,Money Market,68301.79,1,0,1,Medium,53.9,0,0
CUST-01856,Anthony Johnson,34,Female,74816,669,Premium Checking,37538.07,1,0,1,High,93.1,0,0
CUST-01857,David Gonzalez,72,Non-Binary,86475,664,Standard Checking,12854.47,1,0,1,Medium,57.9,0,0
CUST-01858,Joseph Lopez,70,Female,24351,594,Savings,11597.25,1,0,0,None,0,0,1
CUST-01859,Nancy Hernandez,48,Male,33493,683,Premium Checking,29909.9,1,0,0,High,96.8,0,0
CUST-01860,Michael Jones,79,Male,21120,675,Premium Checking,6604.83,0,1,0,High,93.3,0,0
CUST-01861,Thomas Martin,25,Non-Binary,19736,522,Standard Checking,10096.06,1,0,0,High,71.8,0,1
CUST-01862,William Wilson,47,Male,38203,671,Savings,11321.99,1,0,1,High,87.2,0,0
CUST-01863,Betty Lopez,83,Female,43141,515,Premium Checking,13998.68,0,0,0,Low,20.6,0,0
CUST-01864,Jennifer Taylor,62,Female,19224,608,Premium Checking,70582.57,1,0,1,High,79.1,0,0
CUST-01865,Charles Jackson,35,Male,61530,597,Standard Checking,8033.97,1,0,0,High,88.2,0,0
CUST-01866,Betty Thomas,62,Female,38437,663,Standard Checking,6021.67,0,0,1,Low,8.3,0,0
CUST-01867,Barbara Lopez,36,Female,100461,632,Standard Checking,14744.14,1,0,0,High,83.7,0,0
CUST-01868,Karen Garcia,85,Female,53738,656,Savings,7189.21,0,0,0,Medium,47.7,0,0
CUST-01869,Daniel Brown,67,Male,53541,812,Standard Checking,12576.73,1,0,0,High,98.6,0,0
CUST-01870,Jennifer Hernandez,42,Female,44251,612,Premium Checking,73889.29,0,1,0,None,0,0,0
CUST-01871,James Anderson,55,Female,46183,756,Standard Checking,4121.72,0,0,0,High,93.5,0,0
CUST-01872,Anthony Hernandez,53,Female,58993,721,Money Market,31763.21,1,0,1,Medium,38.7,0,0
CUST-01873,Matthew Jackson,85,Female,77104,706,Standard Checking,13730,1,1,1,None,0,0,0
CUST-01874,Sarah Taylor,73,Male,25174,766,Standard Checking,5092.5,1,0,1,Medium,54.1,0,0
CUST-01875,Charles Wilson,56,Female,32253,648,Premium Checking,56538.67,0,0,0,High,81.4,0,0
CUST-01876,Anthony Moore,80,Female,56773,669,Standard Checking,11220.86,1,1,0,Medium,48.8,0,0
CUST-01877,Margaret Jackson,24,Male,48077,620,Savings,9707.43,1,0,1,Medium,56,0,0
CUST-01878,Joseph Anderson,75,Female,72837,513,Standard Checking,9927.26,1,0,1,High,72.2,0,1
CUST-01879,Patricia Miller,76,Male,35022,687,Savings,2019.38,1,0,0,None,0,0,1
CUST-01880,Richard Williams,65,Female,92224,800,Premium Checking,50513.31,0,0,0,Low,24.3,0,0
CUST-01881,Jessica Rodriguez,22,Female,37851,583,Premium Checking,44889.32,1,0,0,Medium,53.2,0,0
CUST-01882,Linda Martin,53,Female,41830,590,Standard Checking,13038.37,0,0,0,Medium,40.6,0,0
CUST-01883,Richard Taylor,42,Male,84746,700,Standard Checking,6409.66,0,0,0,High,88.5,0,0
CUST-01884,Thomas Taylor,62,Female,65224,664,Standard Checking,2170.03,0,0,0,Medium,32.7,0,0
CUST-01885,James Davis,36,Female,132066,785,Standard Checking,6034.71,1,1,0,Medium,49.4,0,0
CUST-01886,Charles Garcia,24,Female,78781,644,Savings,4409.39,1,1,0,High,78.3,0,0
CUST-01887,John Jones,75,Female,93431,787,Premium Checking,23086.33,1,0,0,Medium,58.1,0,0
CUST-01888,Richard Anderson,83,Female,42258,711,Premium Checking,43737.68,0,0,0,High,72.4,1,0
CUST-01889,Susan Thomas,56,Female,94062,759,Standard Checking,9252.98,1,1,0,Medium,42,0,0
CUST-01890,Sarah Hernandez,35,Female,50739,623,Premium Checking,39916.63,0,0,0,Medium,37.9,0,0
CUST-01891,John Martinez,18,Male,16156,664,Savings,2592.76,1,0,0,Medium,47.9,0,0
CUST-01892,Elizabeth Thomas,80,Male,62141,691,Savings,1995.46,1,0,0,High,73.9,0,0
CUST-01893,Barbara Johnson,20,Female,64867,704,Premium Checking,25323.17,1,0,0,High,73,0,0
CUST-01894,William Williams,38,Female,28399,628,Premium Checking,35348.94,1,0,0,High,80.8,0,0
CUST-01895,Lisa Anderson,47,Male,58677,644,Standard Checking,10913.8,0,0,0,High,84.8,0,0
CUST-01896,John Jackson,28,Female,51935,787,Savings,9508.12,0,0,1,Medium,65.7,0,0
CUST-01897,Sarah Davis,39,Male,89899,743,Savings,4296.4,0,0,1,High,90.7,0,0
CUST-01898,Betty Taylor,74,Male,61032,593,Standard Checking,3267.52,1,0,0,Medium,62.3,0,1
CUST-01899,Linda Miller,20,Male,49032,698,Premium Checking,50912.69,0,1,1,Medium,33.7,0,0
CUST-01900,Sandra Miller,47,Female,25196,764,Standard Checking,4282.34,1,0,0,Medium,66.7,0,0
CUST-01901,John Smith,62,Female,18339,628,Savings,5078.12,0,0,0,High,94,0,0
CUST-01902,Patricia Jones,53,Female,92300,717,Standard Checking,12983.22,0,1,0,Low,17.1,0,0
CUST-01903,James Anderson,81,Male,59698,719,Savings,254.02,0,0,1,High,79.1,0,0
CUST-01904,Robert Gonzalez,71,Female,43471,561,Standard Checking,3995.79,0,0,0,High,74.6,0,1
CUST-01905,Linda Davis,85,Female,64685,625,Savings,14296.3,1,0,0,Low,28.5,0,0
CUST-01906,Robert Rodriguez,67,Male,43540,643,Savings,12786.16,1,0,0,Medium,59.4,1,0
CUST-01907,James Brown,48,Male,18023,680,Savings,13232.91,1,1,0,High,99,0,0
CUST-01908,John Johnson,46,Female,81353,641,Savings,92.59,1,0,1,Medium,38.3,0,0
CUST-01909,Linda Rodriguez,76,Male,86715,707,Standard Checking,5465.74,1,0,0,High,85.5,0,0
CUST-01910,Mary Wilson,53,Male,41591,657,Savings,7240.34,0,1,1,None,0,0,1
CUST-01911,Susan Brown,84,Female,48011,570,Standard Checking,1660.76,1,0,1,None,0,0,1
CUST-01912,Sandra Garcia,28,Female,36078,490,Standard Checking,1251.25,0,0,0,Low,8.7,0,1
CUST-01913,David Williams,28,Female,123289,642,Standard Checking,5391.2,1,0,0,Low,6.6,0,0
CUST-01914,Linda Williams,43,Male,89504,690,Savings,13815.71,0,0,0,Low,27.5,0,0
CUST-01915,Susan Gonzalez,70,Female,32659,679,Savings,6036.66,1,1,0,Medium,67.8,0,0
CUST-01916,Richard Johnson,31,Male,66337,604,Standard Checking,11362.94,1,0,0,High,77,0,0
CUST-01917,Richard Jackson,81,Male,31617,738,Standard Checking,8990.97,1,0,1,Low,22.5,0,0
CUST-01918,Anthony Garcia,27,Female,32648,652,Savings,13316.88,0,0,1,High,86.7,0,0
CUST-01919,Jessica Johnson,48,Male,39283,739,Savings,5035.25,0,0,0,High,74.9,0,0
CUST-01920,Linda Taylor,53,Male,36172,742,Savings,2040.15,1,1,0,Low,17.5,0,0
CUST-01921,Daniel Johnson,27,Female,22481,737,Standard Checking,2096.18,0,0,0,Medium,62.9,0,0
CUST-01922,Elizabeth Thomas,43,Male,95151,724,Premium Checking,22941.59,1,1,0,Medium,55.5,0,0
CUST-01923,Jennifer Johnson,37,Non-Binary,54481,596,Money Market,119481.99,1,0,0,Low,6.8,0,0
CUST-01924,Mary Gonzalez,61,Male,106610,665,Savings,8589.75,1,0,0,High,88.1,0,0
CUST-01925,Lisa Anderson,79,Male,45110,784,Premium Checking,17896.57,0,0,0,Medium,58.7,0,0
CUST-01926,Margaret Johnson,26,Male,23533,662,Premium Checking,58202.65,1,0,0,High,86.2,0,0
CUST-01927,Michael Williams,41,Male,81854,572,Savings,2706.16,1,0,0,Low,16.8,0,1
CUST-01928,Linda Wilson,29,Female,55866,730,Savings,3118.89,1,0,0,High,80.1,0,0
CUST-01929,Lisa Miller,77,Female,42927,717,Standard Checking,11302.95,0,0,1,High,76.1,0,0
CUST-01930,Christopher Miller,33,Male,89544,672,Standard Checking,10448.71,1,0,0,High,78.5,0,0
CUST-01931,James Taylor,46,Female,25044,659,Premium Checking,70029.9,0,0,0,Medium,63.1,0,0
CUST-01932,William Gonzalez,49,Female,80057,696,Standard Checking,1570.93,1,0,0,High,98.9,0,0
CUST-01933,Christopher Jackson,52,Male,70194,732,Standard Checking,2354.29,1,0,1,High,75.6,0,0
CUST-01934,Christopher Jackson,60,Male,55032,685,Savings,3896.47,0,0,1,High,71.8,0,0
CUST-01935,Matthew Taylor,70,Male,23412,720,Standard Checking,12471.47,0,0,0,Medium,43.7,1,0
CUST-01936,Daniel Martinez,37,Female,78356,796,Premium Checking,16734.82,0,0,0,None,0,0,0
CUST-01937,Elizabeth Brown,25,Male,71117,661,Standard Checking,13726.26,1,1,0,Low,27.8,0,0
CUST-01938,Linda Martin,59,Male,55995,850,Savings,559.37,1,0,0,High,79,0,0
CUST-01939,Karen Moore,33,Female,47701,807,Standard Checking,12327.6,0,1,0,High,81.2,0,0
CUST-01940,Susan Moore,70,Female,27881,646,Savings,409.14,1,0,0,Medium,38.5,0,0
CUST-01941,Margaret Wilson,62,Female,28000,822,Savings,9998.78,1,0,0,High,88.8,0,0
CUST-01942,Karen Anderson,68,Male,33268,642,Savings,9766.29,1,0,0,None,0,0,1
CUST-01943,Nancy Brown,23,Female,22300,850,Premium Checking,56205.79,1,0,0,Medium,69.5,0,0
CUST-01944,Richard Davis,50,Female,22674,662,Standard Checking,11245.44,1,0,0,Medium,30.2,0,0
CUST-01945,Sarah Lopez,32,Male,39265,716,Savings,6363.16,0,0,1,High,70.1,0,0
CUST-01946,Daniel Wilson,31,Male,25167,714,Premium Checking,54880.09,1,0,1,High,85.9,0,0
CUST-01947,Mary Moore,56,Female,43642,653,Standard Checking,9472.01,1,0,0,Medium,39.7,0,0
CUST-01948,Lisa Johnson,80,Female,50653,711,Standard Checking,13228.72,1,1,0,High,74.1,1,0
CUST-01949,David Rodriguez,22,Male,23755,761,Standard Checking,10128.61,1,0,0,High,98.2,1,0
CUST-01950,Barbara Taylor,69,Male,74148,685,Standard Checking,10076.01,0,0,0,High,85.7,0,0
CUST-01951,Joseph Taylor,33,Female,81262,698,Standard Checking,8966.82,1,0,0,Medium,65.7,0,0
CUST-01952,Betty Moore,55,Female,16433,736,Standard Checking,1547.39,1,0,0,High,78.8,0,0
CUST-01953,Nancy Garcia,70,Female,96399,602,Standard Checking,4550.09,1,0,0,Medium,39.2,0,0
CUST-01954,Thomas Moore,70,Female,64840,685,Premium Checking,25068.97,0,0,1,Medium,65.1,0,0
CUST-01955,Linda Rodriguez,63,Male,51373,768,Standard Checking,3792.32,1,0,0,High,94.5,0,0
CUST-01956,Jennifer Jones,32,Female,101846,660,Savings,2525.39,1,0,0,Medium,41.3,0,0
CUST-01957,Barbara Hernandez,76,Male,51696,721,Standard Checking,7699.87,1,1,1,High,97.6,0,0
CUST-01958,Matthew Smith,67,Female,33184,564,Money Market,73220.18,1,0,1,Medium,64.3,0,0
CUST-01959,David Jackson,26,Female,23242,687,Standard Checking,9529.57,0,0,0,Medium,56,0,0
CUST-01960,William Johnson,43,Female,46222,670,Savings,10435.31,0,0,1,Medium,58.8,0,0
CUST-01961,Barbara Brown,20,Female,46141,683,Standard Checking,2164.61,1,0,0,High,96.7,0,0
CUST-01962,Patricia Moore,64,Male,20913,668,Money Market,29748.99,0,0,0,Medium,69,0,0
CUST-01963,Joseph Jackson,22,Male,40991,766,Premium Checking,16995.64,0,0,0,High,89.6,0,0
CUST-01964,Richard Jackson,79,Male,105628,616,Standard Checking,4266.42,0,0,0,High,75.8,0,0
CUST-01965,Thomas Garcia,22,Female,63083,655,Standard Checking,13160.38,1,0,1,Medium,65.5,0,0
CUST-01966,Jessica Lopez,27,Male,24988,625,Money Market,103163.2,1,0,0,High,87.1,0,0
CUST-01967,Charles Jones,80,Male,57080,587,Standard Checking,1360.92,1,0,1,Medium,58.7,0,1
CUST-01968,Thomas Smith,42,Female,69631,675,Standard Checking,2473.7,1,0,1,High,96.8,1,0
CUST-01969,Margaret Martinez,61,Male,82054,614,Standard Checking,5408.35,1,0,0,Medium,68.3,0,0
CUST-01970,Joseph Hernandez,42,Female,65650,697,Standard Checking,10761.15,1,0,1,High,89.2,0,0
CUST-01971,Richard Jones,47,Male,87624,699,Standard Checking,2278.64,1,0,0,None,0,0,1
CUST-01972,James Lopez,31,Male,71522,691,Savings,2363.25,0,0,1,Medium,33.5,0,0
CUST-01973,David Taylor,60,Male,43391,720,Premium Checking,70988.98,1,0,0,High,73.2,0,0
CUST-01974,Patricia Anderson,45,Female,57826,516,Standard Checking,8872.85,0,1,1,High,91.3,0,1
CUST-01975,Matthew Rodriguez,36,Male,43719,784,Savings,1364.89,0,0,1,Medium,53.8,0,0
